#Frame      RoG_00001 RoG_00001[Max]
       1      16.5786        26.2687
       2      16.6547        26.3656
       3      16.6605        26.0139
       4      16.5748        26.2676
       5      16.6873        26.6069
       6      16.6545        26.2733
       7      16.7452        26.5356
       8      16.6672        26.6203
       9      16.7300        26.4553
      10      16.7133        26.5591
      11      16.6132        26.5667
      12      16.6529        26.2652
      13      16.6581        26.8809
      14      16.5883        26.5493
      15      16.5609        26.8570
      16      16.5448        27.0665
      17      16.5655        26.8824
      18      16.6673        27.1224
      19      16.6210        26.6514
      20      16.5857        26.8380
      21      16.5690        26.1928
      22      16.5514        26.2488
      23      16.5995        26.4612
      24      16.6045        26.8887
      25      16.5403        26.4029
      26      16.5583        26.4860
      27      16.5245        26.9534
      28      16.4865        26.8510
      29      16.4641        26.6438
      30      16.5263        26.1152
      31      16.6108        26.6419
      32      16.6512        27.7534
      33      16.6508        26.7209
      34      16.7025        26.3494
      35      16.6700        26.3056
      36      16.6250        26.3784
      37      16.6034        26.5215
      38      16.5517        26.5880
      39      16.5744        26.2962
      40      16.5805        26.4096
      41      16.5872        26.5661
      42      16.4886        26.1561
      43      16.5864        26.7550
      44      16.5861        26.8541
      45      16.5903        26.7883
      46      16.5287        26.6156
      47      16.5002        26.4688
      48      16.5541        26.9291
      49      16.5918        26.6077
      50      16.6191        26.8148
      51      16.5992        27.0159
      52      16.5170        26.2779
      53      16.5389        26.2751
      54      16.5234        26.2799
      55      16.5630        26.7658
      56      16.5536        26.6340
      57      16.5285        26.5847
      58      16.5777        26.6464
      59      16.6432        26.6905
      60      16.7199        27.0689
      61      16.7146        26.8134
      62      16.5527        26.7004
      63      16.6291        26.5322
      64      16.4899        26.4169
      65      16.5710        26.7744
      66      16.5565        26.5603
      67      16.5278        26.7326
      68      16.6538        26.9873
      69      16.6851        26.7747
      70      16.5941        26.4136
      71      16.6028        26.5586
      72      16.6655        26.8938
      73      16.6328        27.0197
      74      16.5483        26.3296
      75      16.5561        26.3696
      76      16.5975        26.2104
      77      16.4932        26.4234
      78      16.5553        26.4069
      79      16.5942        26.4820
      80      16.5906        25.9901
      81      16.5727        26.2623
      82      16.4782        25.9910
      83      16.5614        26.5784
